order_id,customer_id,product_id,product_name,product_category,price,quantity,order_date,payment_method,region,revenue,year,month,month_name,quarter,week,day_of_week,is_weekend,year_month,customer_segment
ORD000027,CUST02277,P0038,Children's Book,Books,58.1,2,2025-12-05 22:31:00,Debit Card,South,116.2,2025,12,Dec,4,49,Friday,False,2025-12,Occasional
ORD000028,CUST02373,P0013,Jacket,Clothing,21.21,1,2026-01-12 17:03:00,Cod,East,21.21,2026,1,Jan,1,3,Monday,False,2026-01,Regular
ORD000029,CUST02060,P0028,Lamp,Home & Kitchen,80.52,2,2025-09-29 05:03:00,Wallet,North,161.04,2025,9,Sep,3,40,Monday,False,2025-09,Occasional
ORD000030,CUST00279,P0024,Vacuum,Home & Kitchen,114.25,2,2025-12-12 07:25:00,Credit Card,Central,228.5,2025,12,Dec,4,50,Friday,False,2025-12,Occasional
ORD000031,CUST00336,P0012,Jeans,Clothing,133.25,2,2025-08-03 21:37:00,Wallet,Central,266.5,2025,8,Aug,3,31,Sunday,True,2025-08,Regular
ORD000032,CUST01287,P0030,Cookware Set,Home & Kitchen,371.54,2,2025-05-03 08:25:00,Debit Card,East,743.08,2025,5,May,2,18,Saturday,True,2025-05,Occasional
ORD000033,CUST00298,P0049,Protein Powder,Sports,324.49,1,2025-01-05 14:39:00,Wallet,North,324.49,2025,1,Jan,1,1,Sunday,True,2025-01,Occasional
ORD000034,CUST01087,P0008,Monitor,Electronics,672.88,2,2025-03-09 11:56:00,Credit Card,South,1345.76,2025,3,Mar,1,10,Sunday,True,2025-03,Regular
ORD000035,CUST02226,P0042,Dumbbells,Sports,41.95,1,2025-12-27 09:39:00,Cod,Central,41.95,2025,12,Dec,4,52,Saturday,True,2025-12,Occasional
ORD000036,CUST00425,P0029,Cushion,Home & Kitchen,152.89,1,2025-03-10 08:07:00,Credit Card,Central,152.89,2025,3,Mar,1,11,Monday,False,2025-03,Occasional
ORD000037,CUST00863,P0001,Laptop,Electronics,1777.85,1,2026-01-03 10:13:00,Cod,East,1777.85,2026,1,Jan,1,1,Saturday,True,2026-01,Regular
ORD000038,CUST00209,P0013,Jacket,Clothing,21.21,1,2025-02-17 20:27:00,Upi,North,21.21,2025,2,Feb,1,8,Monday,False,2025-02,Regular
ORD000039,CUST01073,P0040,History Book,Books,152.89,1,2025-03-24 23:28:00,Wallet,West,152.89,2025,3,Mar,1,13,Monday,False,2025-03,Occasional
ORD000040,CUST00611,P0025,Toaster,Home & Kitchen,574.44,1,2025-10-07 01:53:00,Upi,Central,574.44,2025,10,Oct,4,41,Tuesday,False,2025-10,Occasional
ORD000041,CUST00172,P0011,T-Shirt,Clothing,66.16,1,2025-06-07 11:57:00,Credit Card,East,66.16,2025,6,Jun,2,23,Saturday,True,2025-06,Regular
ORD000042,CUST00422,P0040,History Book,Books,54.77,1,2025-07-01 17:56:00,Net Banking,Central,54.77,2025,7,Jul,3,27,Tuesday,False,2025-07,Regular
ORD000043,CUST00970,P0050,Jump Rope,Sports,194.75,1,2025-03-25 05:56:00,Net Banking,North,194.75,2025,3,Mar,1,13,Tuesday,False,2025-03,Occasional
ORD000044,CUST01687,P0027,Curtains,Home & Kitchen,78.24,1,2026-02-15 21:55:00,Cod,South,78.24,2026,2,Feb,1,7,Sunday,True,2026-02,Occasional
ORD000045,CUST00443,P0045,Tennis Racket,Sports,58.22,2,2025-07-15 01:54:00,Net Banking,South,116.44,2025,7,Jul,3,29,Tuesday,False,2025-07,Regular
ORD000046,CUST01433,P0011,T-Shirt,Clothing,66.16,1,2025-06-06 07:14:00,Credit Card,South,66.16,2025,6,Jun,2,23,Friday,False,2025-06,Occasional
ORD000047,CUST00285,P0040,History Book,Books,54.77,2,2026-01-31 08:22:00,Cod,Central,109.54,2026,1,Jan,1,5,Saturday,True,2026-01,Occasional
ORD000048,CUST02197,P0007,Speaker,Electronics,2283.36,1,2025-06-19 00:07:00,Upi,South,2283.36,2025,6,Jun,2,25,Thursday,False,2025-06,Regular
ORD000049,CUST00157,P0029,Cushion,Home & Kitchen,511.46,1,2025-02-25 19:27:00,Upi,East,511.46,2025,2,Feb,1,9,Tuesday,False,2025-02,One-Time
ORD000050,CUST00474,P0019,Boots,Clothing,204.41,1,2025-07-17 18:12:00,Upi,North,204.41,2025,7,Jul,3,29,Thursday,False,2025-07,Occasional
ORD000051,CUST02206,P0027,Curtains,Home & Kitchen,78.24,1,2025-12-18 23:47:00,Cod,South,78.24,2025,12,Dec,4,51,Thursday,False,2025-12,Occasional
ORD000052,CUST01353,P0006,Camera,Electronics,1852.4,2,2025-11-16 10:42:00,Credit Card,East,3704.8,2025,11,Nov,4,46,Sunday,True,2025-11,Regular
ORD000053,CUST01337,P0017,Shorts,Clothing,66.58,2,2025-07-26 22:18:00,Wallet,South,133.16,2025,7,Jul,3,30,Saturday,True,2025-07,Loyal
ORD000054,CUST01553,P0001,Laptop,Electronics,1777.85,1,2025-12-13 23:57:00,Debit Card,Central,1777.85,2025,12,Dec,4,50,Saturday,True,2025-12,Regular
ORD000055,CUST00002,P0010,Mouse,Electronics,558.59,3,2025-06-05 09:13:00,Net Banking,Central,1675.77,2025,6,Jun,2,23,Thursday,False,2025-06,Regular
ORD000056,CUST01810,P0012,Jeans,Clothing,133.25,2,2025-08-15 21:13:00,Wallet,West,266.5,2025,8,Aug,3,33,Friday,False,2025-08,Regular
ORD000057,CUST00696,P0003,Tablet,Electronics,1049.06,1,2025-12-04 02:18:00,Wallet,Central,1049.06,2025,12,Dec,4,49,Thursday,False,2025-12,Regular
ORD000058,CUST00963,P0044,Cycling Gloves,Sports,158.62,1,2025-12-11 09:14:00,Debit Card,South,158.62,2025,12,Dec,4,50,Thursday,False,2025-12,Regular
ORD000059,CUST00299,P0033,Textbook,Books,152.89,1,2025-08-22 13:56:00,Cod,Central,152.89,2025,8,Aug,3,34,Friday,False,2025-08,Loyal
ORD000060,CUST02025,P0017,Shorts,Clothing,66.58,1,2025-07-24 07:09:00,Cod,North,66.58,2025,7,Jul,3,30,Thursday,False,2025-07,Regular
ORD000061,CUST00437,P0008,Monitor,Electronics,672.88,1,2026-02-03 13:14:00,Debit Card,Central,672.88,2026,2,Feb,1,6,Tuesday,False,2026-02,Regular
ORD000062,CUST00498,P0010,Mouse,Electronics,558.59,2,2025-08-22 04:51:00,Net Banking,Central,1117.18,2025,8,Aug,3,34,Friday,False,2025-08,Regular
ORD000063,CUST01813,P0015,Sneakers,Clothing,167.07,1,2025-11-10 23:57:00,Wallet,West,167.07,2025,11,Nov,4,46,Monday,False,2025-11,Occasional
ORD000064,CUST00652,P0033,Textbook,Books,51.43,1,2026-01-16 15:28:00,Upi,South,51.43,2026,1,Jan,1,3,Friday,False,2026-01,Occasional
ORD000065,CUST02136,P0036,Cookbook,Books,52.72,1,2025-09-06 20:15:00,Upi,West,52.72,2025,9,Sep,3,36,Saturday,True,2025-09,Occasional
ORD000066,CUST01113,P0032,Self-Help Book,Books,67.11,1,2025-06-21 10:57:00,Wallet,North,67.11,2025,6,Jun,2,25,Saturday,True,2025-06,Regular
ORD000067,CUST00626,P0005,Smartwatch,Electronics,1971.94,1,2025-12-28 06:04:00,Net Banking,West,1971.94,2025,12,Dec,4,52,Sunday,True,2025-12,Occasional
ORD000068,CUST00256,P0042,Dumbbells,Sports,41.95,1,2025-04-16 13:24:00,Wallet,North,41.95,2025,4,Apr,2,16,Wednesday,False,2025-04,Occasional
ORD000069,CUST01559,P0045,Tennis Racket,Sports,58.22,1,2025-09-02 00:22:00,Upi,West,58.22,2025,9,Sep,3,36,Tuesday,False,2025-09,Regular
ORD000070,CUST01717,P0002,Smartphone,Electronics,549.02,1,2025-10-03 23:47:00,Wallet,Central,549.02,2025,10,Oct,4,40,Friday,False,2025-10,Occasional
ORD000071,CUST01118,P0045,Tennis Racket,Sports,58.22,1,2025-08-12 15:01:00,Net Banking,East,58.22,2025,8,Aug,3,33,Tuesday,False,2025-08,Occasional
ORD000072,CUST00677,P0044,Cycling Gloves,Sports,158.62,1,2025-08-28 04:39:00,Wallet,North,158.62,2025,8,Aug,3,35,Thursday,False,2025-08,Regular
ORD000073,CUST00112,P0016,Hoodie,Clothing,142.52,1,2025-02-12 20:27:00,Debit Card,West,142.52,2025,2,Feb,1,7,Wednesday,False,2025-02,Occasional
ORD000074,CUST01341,P0042,Dumbbells,Sports,41.95,3,2025-04-19 14:20:00,Upi,West,125.85,2025,4,Apr,2,16,Saturday,True,2025-04,Regular
ORD000075,CUST01727,P0033,Textbook,Books,51.43,1,2025-05-10 02:30:00,Credit Card,Central,51.43,2025,5,May,2,19,Saturday,True,2025-05,Regular
ORD000076,CUST00919,P0007,Speaker,Electronics,2283.36,1,2025-11-29 02:49:00,Cod,North,2283.36,2025,11,Nov,4,48,Saturday,True,2025-11,Occasional
ORD000077,CUST00817,P0006,Camera,Electronics,1852.4,1,2025-01-11 19:09:00,Debit Card,South,1852.4,2025,1,Jan,1,2,Saturday,True,2025-01,Regular
ORD000078,CUST00893,P0012,Jeans,Clothing,133.25,4,2025-08-27 22:16:00,Upi,South,533.0,2025,8,Aug,3,35,Wednesday,False,2025-08,Occasional
ORD000079,CUST00470,P0009,Keyboard,Electronics,1342.84,1,2026-02-03 05:19:00,Credit Card,Central,1342.84,2026,2,Feb,1,6,Tuesday,False,2026-02,Regular
ORD000080,CUST01538,P0006,Camera,Electronics,152.89,2,2025-07-23 22:12:00,Credit Card,Central,305.78,2025,7,Jul,3,30,Wednesday,False,2025-07,Occasional
ORD000081,CUST00418,P0038,Children's Book,Books,58.1,2,2025-12-23 09:54:00,Cod,Central,116.2,2025,12,Dec,4,52,Tuesday,False,2025-12,Regular
ORD000082,CUST02319,P0014,Dress,Clothing,61.53,1,2026-02-05 01:22:00,Wallet,West,61.53,2026,2,Feb,1,6,Thursday,False,2026-02,Occasional
ORD000083,CUST01398,P0018,Formal Shirt,Clothing,152.89,1,2025-01-07 13:52:00,Net Banking,North,152.89,2025,1,Jan,1,2,Tuesday,False,2025-01,Regular
ORD000084,CUST01884,P0022,Coffee Maker,Home & Kitchen,425.73,2,2025-12-29 04:27:00,Debit Card,Central,851.46,2025,12,Dec,4,1,Monday,False,2025-12,One-Time
ORD000085,CUST02205,P0010,Mouse,Electronics,558.59,1,2026-02-01 15:29:00,Net Banking,Central,558.59,2026,2,Feb,1,5,Sunday,True,2026-02,Occasional
ORD000086,CUST00355,P0001,Laptop,Electronics,1777.85,1,2025-05-23 14:15:00,Net Banking,Central,1777.85,2025,5,May,2,21,Friday,False,2025-05,Regular
ORD000087,CUST00118,P0008,Monitor,Electronics,672.88,1,2025-09-11 10:11:00,Net Banking,South,672.88,2025,9,Sep,3,37,Thursday,False,2025-09,Occasional
ORD000088,CUST01146,P0047,Cricket Bat,Sports,68.38,1,2025-11-02 22:56:00,Upi,Central,68.38,2025,11,Nov,4,44,Sunday,True,2025-11,Occasional
ORD000089,CUST01665,P0045,Tennis Racket,Sports,152.89,2,2025-09-08 17:48:00,Debit Card,West,305.78,2025,9,Sep,3,37,Monday,False,2025-09,Loyal
ORD000090,CUST00071,P0008,Monitor,Electronics,672.88,1,2025-02-17 09:14:00,Net Banking,South,672.88,2025,2,Feb,1,8,Monday,False,2025-02,Occasional
ORD000091,CUST01939,P0005,Smartwatch,Electronics,1971.94,1,2025-10-11 16:22:00,Net Banking,Central,1971.94,2025,10,Oct,4,41,Saturday,True,2025-10,Occasional
ORD000092,CUST01110,P0020,Cap,Clothing,16.52,1,2025-06-06 08:14:00,Credit Card,South,16.52,2025,6,Jun,2,23,Friday,False,2025-06,Regular
ORD000093,CUST00759,P0023,Air Fryer,Home & Kitchen,220.3,1,2025-04-09 06:47:00,Net Banking,East,220.3,2025,4,Apr,2,15,Wednesday,False,2025-04,Occasional
ORD000094,CUST02149,P0036,Cookbook,Books,52.72,1,2025-11-02 09:06:00,Debit Card,East,52.72,2025,11,Nov,4,44,Sunday,True,2025-11,Regular
ORD000095,CUST00058,P0011,T-Shirt,Clothing,66.16,1,2025-12-29 17:08:00,Upi,North,66.16,2025,12,Dec,4,1,Monday,False,2025-12,Regular
ORD000096,CUST00518,P0028,Lamp,Home & Kitchen,80.52,1,2025-11-23 15:06:00,Credit Card,Central,80.52,2025,11,Nov,4,47,Sunday,True,2025-11,Regular
ORD000097,CUST01396,P0035,Biography,Books,38.66,1,2025-04-05 01:16:00,Net Banking,North,38.66,2025,4,Apr,2,14,Saturday,True,2025-04,Occasional
ORD000098,CUST00304,P0044,Cycling Gloves,Sports,158.62,1,2025-10-23 20:43:00,Credit Card,South,158.62,2025,10,Oct,4,43,Thursday,False,2025-10,Regular
ORD000099,CUST01245,P0016,Hoodie,Clothing,142.52,1,2025-02-13 07:07:00,Wallet,West,142.52,2025,2,Feb,1,7,Thursday,False,2025-02,Occasional
ORD000100,CUST00925,P0006,Camera,Electronics,1852.4,1,2026-02-02 16:24:00,Net Banking,West,1852.4,2026,2,Feb,1,6,Monday,False,2026-02,Occasional
ORD000101,CUST01757,P0001,Laptop,Electronics,1777.85,1,2025-06-06 18:39:00,Credit Card,Central,1777.85,2025,6,Jun,2,23,Friday,False,2025-06,Occasional
ORD000102,CUST00852,P0040,History Book,Books,54.77,1,2025-11-17 06:16:00,Cod,North,54.77,2025,11,Nov,4,47,Monday,False,2025-11,Regular
ORD000103,CUST00308,P0004,Headphones,Electronics,945.42,2,2025-03-22 00:26:00,Net Banking,Central,1890.84,2025,3,Mar,1,12,Saturday,True,2025-03,Regular
ORD000104,CUST01181,P0007,Speaker,Electronics,2283.36,1,2025-12-28 09:44:00,Net Banking,North,2283.36,2025,12,Dec,4,52,Sunday,True,2025-12,Regular
ORD000105,CUST02416,P0011,T-Shirt,Clothing,66.16,1,2025-12-05 06:27:00,Credit Card,Central,66.16,2025,12,Dec,4,49,Friday,False,2025-12,Regular
ORD000106,CUST01089,P0016,Hoodie,Clothing,142.52,2,2026-02-28 04:04:00,Credit Card,South,285.04,2026,2,Feb,1,9,Saturday,True,2026-02,Occasional
ORD000107,CUST02332,P0007,Speaker,Electronics,2283.36,1,2025-05-28 14:07:00,Net Banking,East,2283.36,2025,5,May,2,22,Wednesday,False,2025-05,Occasional
ORD000108,CUST02050,P0009,Keyboard,Electronics,1342.84,1,2025-10-04 15:28:00,Credit Card,Central,1342.84,2025,10,Oct,4,40,Saturday,True,2025-10,Regular
ORD000109,CUST01321,P0022,Coffee Maker,Home & Kitchen,425.73,1,2025-11-06 08:01:00,Credit Card,South,425.73,2025,11,Nov,4,45,Thursday,False,2025-11,Occasional
ORD000110,CUST02357,P0028,Lamp,Home & Kitchen,80.52,4,2025-10-28 00:48:00,Cod,East,322.08,2025,10,Oct,4,44,Tuesday,False,2025-10,Regular
ORD000111,CUST00718,P0047,Cricket Bat,Sports,68.38,1,2025-08-29 16:41:00,Net Banking,East,68.38,2025,8,Aug,3,35,Friday,False,2025-08,Regular
ORD000112,CUST02015,P0034,Comic Book,Books,86.82,1,2025-02-16 15:22:00,Net Banking,East,86.82,2025,2,Feb,1,7,Sunday,True,2025-02,Regular
ORD000113,CUST00659,P0006,Camera,Electronics,1852.4,2,2025-06-18 13:44:00,Net Banking,East,3704.8,2025,6,Jun,2,25,Wednesday,False,2025-06,Regular
ORD000114,CUST02254,P0039,Science Book,Books,77.8,1,2025-01-19 14:05:00,Upi,East,77.8,2025,1,Jan,1,3,Sunday,True,2025-01,Occasional
ORD000115,CUST01656,P0035,Biography,Books,38.66,1,2025-09-21 00:42:00,Wallet,West,38.66,2025,9,Sep,3,38,Sunday,True,2025-09,Occasional
ORD000116,CUST01482,P0024,Vacuum,Home & Kitchen,114.25,1,2025-11-15 15:40:00,Net Banking,North,114.25,2025,11,Nov,4,46,Saturday,True,2025-11,Regular
ORD000117,CUST01180,P0022,Coffee Maker,Home & Kitchen,425.73,2,2025-08-13 22:31:00,Credit Card,North,851.46,2025,8,Aug,3,33,Wednesday,False,2025-08,Regular
ORD000118,CUST00981,P0036,Cookbook,Books,52.72,1,2025-12-30 05:19:00,Wallet,North,52.72,2025,12,Dec,4,1,Tuesday,False,2025-12,Regular
ORD000119,CUST00465,P0033,Textbook,Books,51.43,2,2025-08-25 03:41:00,Debit Card,West,102.86,2025,8,Aug,3,35,Monday,False,2025-08,Regular
ORD000120,CUST01120,P0013,Jacket,Clothing,21.21,1,2025-08-01 15:30:00,Debit Card,West,21.21,2025,8,Aug,3,31,Friday,False,2025-08,Regular
ORD000121,CUST02456,P0028,Lamp,Home & Kitchen,80.52,2,2025-09-18 23:56:00,Debit Card,North,161.04,2025,9,Sep,3,38,Thursday,False,2025-09,Regular
ORD000122,CUST01700,P0001,Laptop,Electronics,1777.85,1,2025-06-24 16:17:00,Credit Card,East,1777.85,2025,6,Jun,2,26,Tuesday,False,2025-06,Occasional
ORD000123,CUST02376,P0039,Science Book,Books,77.8,1,2025-12-04 15:55:00,Debit Card,West,77.8,2025,12,Dec,4,49,Thursday,False,2025-12,Occasional
ORD000124,CUST02261,P0035,Biography,Books,38.66,1,2026-01-26 17:24:00,Net Banking,East,38.66,2026,1,Jan,1,5,Monday,False,2026-01,One-Time
ORD000125,CUST00979,P0010,Mouse,Electronics,558.59,1,2025-10-20 12:14:00,Net Banking,North,558.59,2025,10,Oct,4,43,Monday,False,2025-10,Occasional
ORD000126,CUST01562,P0010,Mouse,Electronics,558.59,2,2025-07-17 21:50:00,Cod,South,1117.18,2025,7,Jul,3,29,Thursday,False,2025-07,Regular
ORD000127,CUST02058,P0003,Tablet,Electronics,1049.06,3,2025-10-30 10:55:00,Credit Card,West,3147.18,2025,10,Oct,4,44,Thursday,False,2025-10,Loyal
ORD000128,CUST00063,P0006,Camera,Electronics,1852.4,1,2026-01-05 04:26:00,Cod,South,1852.4,2026,1,Jan,1,2,Monday,False,2026-01,Occasional
ORD000129,CUST01086,P0009,Keyboard,Electronics,1342.84,1,2025-06-23 19:44:00,Net Banking,North,1342.84,2025,6,Jun,2,26,Monday,False,2025-06,One-Time
ORD000130,CUST02186,P0010,Mouse,Electronics,558.59,1,2025-07-14 10:40:00,Cod,West,558.59,2025,7,Jul,3,29,Monday,False,2025-07,Regular
ORD000131,CUST00281,P0010,Mouse,Electronics,558.59,1,2025-05-01 20:43:00,Upi,South,558.59,2025,5,May,2,18,Thursday,False,2025-05,Regular
ORD000132,CUST00404,P0015,Sneakers,Clothing,167.07,1,2026-01-25 20:45:00,Credit Card,West,167.07,2026,1,Jan,1,4,Sunday,True,2026-01,Regular
ORD000133,CUST00119,P0045,Tennis Racket,Sports,58.22,2,2025-01-24 10:50:00,Credit Card,East,116.44,2025,1,Jan,1,4,Friday,False,2025-01,Loyal
ORD000134,CUST01001,P0030,Cookware Set,Home & Kitchen,371.54,1,2025-09-29 13:36:00,Cod,South,371.54,2025,9,Sep,3,40,Monday,False,2025-09,Occasional
ORD000135,CUST01567,P0003,Tablet,Electronics,1049.06,1,2025-11-14 21:15:00,Net Banking,Central,1049.06,2025,11,Nov,4,46,Friday,False,2025-11,Occasional
ORD000136,CUST01041,P0029,Cushion,Home & Kitchen,511.46,1,2025-08-24 08:42:00,Credit Card,West,511.46,2025,8,Aug,3,34,Sunday,True,2025-08,Occasional
ORD000137,CUST00648,P0046,Football,Sports,131.51,1,2025-02-07 14:22:00,Wallet,East,131.51,2025,2,Feb,1,6,Friday,False,2025-02,Regular
ORD000138,CUST01025,P0006,Camera,Electronics,1852.4,1,2025-08-22 09:12:00,Net Banking,West,1852.4,2025,8,Aug,3,34,Friday,False,2025-08,Regular
ORD000139,CUST01471,P0017,Shorts,Clothing,66.58,1,2025-10-22 09:44:00,Upi,North,66.58,2025,10,Oct,4,43,Wednesday,False,2025-10,Occasional
ORD000140,CUST01125,P0028,Lamp,Home & Kitchen,80.52,2,2025-01-05 18:55:00,Cod,North,161.04,2025,1,Jan,1,1,Sunday,True,2025-01,Regular
ORD000141,CUST01173,P0040,History Book,Books,54.77,1,2026-02-02 07:38:00,Upi,South,54.77,2026,2,Feb,1,6,Monday,False,2026-02,Occasional
ORD000142,CUST00561,P0044,Cycling Gloves,Sports,158.62,1,2025-11-18 03:57:00,Cod,North,158.62,2025,11,Nov,4,47,Tuesday,False,2025-11,Regular
ORD000143,CUST02374,P0016,Hoodie,Clothing,142.52,1,2025-07-06 23:08:00,Credit Card,East,142.52,2025,7,Jul,3,27,Sunday,True,2025-07,Regular
ORD000144,CUST00823,P0017,Shorts,Clothing,66.58,2,2025-03-09 17:56:00,Upi,Central,133.16,2025,3,Mar,1,10,Sunday,True,2025-03,Regular
ORD000145,CUST00674,P0030,Cookware Set,Home & Kitchen,371.54,2,2025-05-12 15:51:00,Upi,East,743.08,2025,5,May,2,20,Monday,False,2025-05,Occasional
ORD000146,CUST00309,P0026,Bed Sheets,Home & Kitchen,218.21,1,2025-03-14 07:55:00,Cod,West,218.21,2025,3,Mar,1,11,Friday,False,2025-03,Regular
ORD000147,CUST01499,P0045,Tennis Racket,Sports,58.22,1,2025-02-16 12:00:00,Upi,Central,58.22,2025,2,Feb,1,7,Sunday,True,2025-02,Regular
ORD000148,CUST01074,P0006,Camera,Electronics,1852.4,1,2025-10-27 12:52:00,Cod,East,1852.4,2025,10,Oct,4,44,Monday,False,2025-10,Occasional
ORD000149,CUST00103,P0050,Jump Rope,Sports,194.75,1,2025-11-14 17:20:00,Wallet,South,194.75,2025,11,Nov,4,46,Friday,False,2025-11,Occasional
ORD000150,CUST01902,P0040,History Book,Books,54.77,1,2025-12-25 09:41:00,Net Banking,North,54.77,2025,12,Dec,4,52,Thursday,False,2025-12,Occasional
ORD000151,CUST01247,P0008,Monitor,Electronics,672.88,1,2025-09-10 03:06:00,Debit Card,Central,672.88,2025,9,Sep,3,37,Wednesday,False,2025-09,Regular
ORD000152,CUST02213,P0003,Tablet,Electronics,1049.06,1,2025-08-03 18:47:00,Cod,South,1049.06,2025,8,Aug,3,31,Sunday,True,2025-08,Occasional
ORD000153,CUST02005,P0025,Toaster,Home & Kitchen,574.44,1,2025-11-12 13:17:00,Credit Card,East,574.44,2025,11,Nov,4,46,Wednesday,False,2025-11,Occasional
ORD000154,CUST00968,P0048,Gym Bag,Sports,153.15,1,2025-07-05 03:43:00,Upi,Central,153.15,2025,7,Jul,3,27,Saturday,True,2025-07,Occasional
ORD000155,CUST00249,P0021,Blender,Home & Kitchen,487.54,1,2025-07-23 08:12:00,Credit Card,West,487.54,2025,7,Jul,3,30,Wednesday,False,2025-07,Occasional
ORD000156,CUST02446,P0046,Football,Sports,131.51,5,2025-01-11 01:50:00,Upi,South,657.55,2025,1,Jan,1,2,Saturday,True,2025-01,Regular
ORD000157,CUST00841,P0017,Shorts,Clothing,66.58,1,2025-02-05 17:13:00,Wallet,South,66.58,2025,2,Feb,1,6,Wednesday,False,2025-02,Regular
ORD000158,CUST00605,P0041,Yoga Mat,Sports,357.49,1,2026-02-08 19:00:00,Upi,South,357.49,2026,2,Feb,1,6,Sunday,True,2026-02,Occasional
ORD000159,CUST00715,P0042,Dumbbells,Sports,41.95,3,2025-02-26 21:55:00,Credit Card,South,125.85,2025,2,Feb,1,9,Wednesday,False,2025-02,Regular
